x_location	radius	area	Mach	P_P0
0.556000	0.189479	0.112791	2.826716	0.035377
0.557000	0.189817	0.113193	2.830459	0.035176
0.558000	0.190155	0.113597	2.834194	0.034977
0.559000	0.190493	0.114000	2.837922	0.034779
0.560000	0.190830	0.114405	2.841643	0.034583
0.561000	0.191168	0.114810	2.845358	0.034388
0.562000	0.191506	0.115216	2.849066	0.034194
0.563000	0.191844	0.115623	2.852767	0.034002
0.564000	0.192182	0.116031	2.856461	0.033812
0.565000	0.192519	0.116439	2.860149	0.033623
0.566000	0.192857	0.116848	2.863830	0.033436
0.567000	0.193195	0.117258	2.867504	0.033250
0.568000	0.193533	0.117668	2.871172	0.033065
0.569000	0.193870	0.118079	2.874833	0.032882
0.570000	0.194208	0.118491	2.878488	0.032700
0.571000	0.194546	0.118903	2.882137	0.032520
0.572000	0.194884	0.119316	2.885778	0.032341
0.573000	0.195221	0.119730	2.889414	0.032163
0.574000	0.195559	0.120145	2.893043	0.031987
0.575000	0.195897	0.120560	2.896666	0.031812
0.576000	0.196235	0.120977	2.900282	0.031638
0.577000	0.196572	0.121393	2.903892	0.031466
0.578000	0.196910	0.121811	2.907496	0.031294
0.579000	0.197248	0.122229	2.911094	0.031125
0.580000	0.197586	0.122648	2.914685	0.030956
0.581000	0.197923	0.123068	2.918271	0.030789
0.582000	0.198261	0.123488	2.921850	0.030623
0.583000	0.198599	0.123909	2.925423	0.030458
0.584000	0.198937	0.124331	2.928990	0.030294
0.585000	0.199274	0.124754	2.932551	0.030132
0.586000	0.199612	0.125177	2.936105	0.029971
0.587000	0.199950	0.125601	2.939654	0.029811
0.588000	0.200288	0.126026	2.943197	0.029652
0.589000	0.200626	0.126451	2.946734	0.029494
0.590000	0.200963	0.126877	2.950265	0.029337
0.591000	0.201301	0.127304	2.953790	0.029182
0.592000	0.201639	0.127732	2.957310	0.029028
0.593000	0.201977	0.128160	2.960823	0.028875
0.594000	0.202314	0.128589	2.964331	0.028723
0.595000	0.202652	0.129019	2.967833	0.028572
0.596000	0.202990	0.129449	2.971329	0.028422
0.597000	0.203328	0.129880	2.974819	0.028273
0.598000	0.203665	0.130312	2.978304	0.028125
0.599000	0.204003	0.130745	2.981783	0.027978
0.600000	0.204341	0.131178	2.985257	0.027833
0.601000	0.204679	0.131612	2.988724	0.027688
0.602000	0.205016	0.132047	2.992187	0.027545
0.603000	0.205354	0.132482	2.995643	0.027402
0.604000	0.205692	0.132918	2.999094	0.027261
0.605000	0.206030	0.133355	3.002540	0.027120
0.606000	0.206367	0.133793	3.005980	0.026981
0.607000	0.206705	0.134231	3.009414	0.026842
0.608000	0.207043	0.134670	3.012844	0.026705
0.609000	0.207381	0.135110	3.016267	0.026568
0.610000	0.207718	0.135550	3.019686	0.026432
0.611000	0.208056	0.135991	3.023099	0.026298
0.612000	0.208394	0.136433	3.026506	0.026164
0.613000	0.208732	0.136876	3.029908	0.026031
0.614000	0.209070	0.137319	3.033305	0.025899
0.615000	0.209407	0.137763	3.036697	0.025768
0.616000	0.209745	0.138208	3.040083	0.025638
0.617000	0.210083	0.138654	3.043464	0.025509
0.618000	0.210421	0.139100	3.046840	0.025381
0.619000	0.210758	0.139547	3.050211	0.025253
0.620000	0.211096	0.139994	3.053577	0.025127
0.621000	0.211434	0.140443	3.056937	0.025001
0.622000	0.211772	0.140892	3.060292	0.024876
0.623000	0.212109	0.141341	3.063642	0.024752
0.624000	0.212447	0.141792	3.066987	0.024629
0.625000	0.212785	0.142243	3.070327	0.024507
0.626000	0.213123	0.142695	3.073662	0.024385
0.627000	0.213460	0.143148	3.076992	0.024265
0.628000	0.213798	0.143601	3.080317	0.024145
0.629000	0.214136	0.144055	3.083637	0.024026
0.630000	0.214474	0.144510	3.086952	0.023908
0.631000	0.214811	0.144966	3.090262	0.023791
0.632000	0.215149	0.145422	3.093567	0.023674
0.633000	0.215487	0.145879	3.096868	0.023558
0.634000	0.215825	0.146336	3.100163	0.023443
0.635000	0.216162	0.146795	3.103453	0.023329
0.636000	0.216500	0.147254	3.106739	0.023215
0.637000	0.216838	0.147714	3.110020	0.023103
0.638000	0.217176	0.148174	3.113296	0.022991
0.639000	0.217514	0.148635	3.116567	0.022879
0.640000	0.217851	0.149097	3.119833	0.022769
0.641000	0.218189	0.149560	3.123095	0.022659
0.642000	0.218527	0.150024	3.126352	0.022550
0.643000	0.218865	0.150488	3.129604	0.022441
0.644000	0.219202	0.150952	3.132852	0.022334
0.645000	0.219540	0.151418	3.136095	0.022227
0.646000	0.219878	0.151884	3.139333	0.022121
0.647000	0.220216	0.152351	3.142567	0.022015
0.648000	0.220553	0.152819	3.145796	0.021910
0.649000	0.220891	0.153287	3.149020	0.021806
0.650000	0.221229	0.153757	3.152240	0.021703
0.651000	0.221567	0.154226	3.155455	0.021600
0.652000	0.221904	0.154697	3.158666	0.021498
0.653000	0.222242	0.155168	3.161872	0.021396
0.654000	0.222580	0.155640	3.165074	0.021295
0.655000	0.222918	0.156113	3.168271	0.021195
0.656000	0.223255	0.156586	3.171464	0.021096
0.657000	0.223593	0.157061	3.174652	0.020997
0.658000	0.223931	0.157535	3.177836	0.020898
0.659000	0.224269	0.158011	3.181015	0.020801
0.660000	0.224607	0.158487	3.184190	0.020704
0.661000	0.224944	0.158964	3.187361	0.020607
0.662000	0.225282	0.159442	3.190527	0.020512
0.663000	0.225620	0.159921	3.193689	0.020416
0.664000	0.225958	0.160400	3.196847	0.020322
0.665000	0.226295	0.160880	3.200000	0.020228
0.666000	0.226633	0.161360	3.203149	0.020134
0.667000	0.226971	0.161842	3.206293	0.020042
0.668000	0.227309	0.162324	3.209434	0.019949
0.669000	0.227646	0.162806	3.212570	0.019858
0.670000	0.227984	0.163290	3.215702	0.019767
0.671000	0.228322	0.163774	3.218829	0.019676
0.672000	0.228660	0.164259	3.221953	0.019586
0.673000	0.228997	0.164744	3.225072	0.019497
0.674000	0.229335	0.165231	3.228187	0.019408
0.675000	0.229673	0.165718	3.231298	0.019320
0.676000	0.230011	0.166206	3.234404	0.019232
0.677000	0.230348	0.166694	3.237507	0.019145
0.678000	0.230686	0.167183	3.240605	0.019058
0.679000	0.231024	0.167673	3.243700	0.018972
0.680000	0.231362	0.168164	3.246790	0.018887
0.681000	0.231699	0.168655	3.249876	0.018802
0.682000	0.232037	0.169147	3.252958	0.018717
0.683000	0.232375	0.169640	3.256036	0.018633
0.684000	0.232713	0.170134	3.259110	0.018550
0.685000	0.233051	0.170628	3.262180	0.018467
0.686000	0.233388	0.171123	3.265246	0.018384
0.687000	0.233726	0.171618	3.268308	0.018302
0.688000	0.234064	0.172115	3.271366	0.018221
0.689000	0.234402	0.172612	3.274420	0.018140
0.690000	0.234739	0.173110	3.277470	0.018059
0.691000	0.235077	0.173608	3.280517	0.017979
0.692000	0.235415	0.174108	3.283559	0.017900
0.693000	0.235753	0.174607	3.286597	0.017821
0.694000	0.236090	0.175108	3.289632	0.017742
0.695000	0.236428	0.175610	3.292662	0.017664
0.696000	0.236766	0.176112	3.295689	0.017587
0.697000	0.237104	0.176614	3.298712	0.017510
0.698000	0.237441	0.177118	3.301731	0.017433
0.699000	0.237779	0.177622	3.304746	0.017357
0.700000	0.238117	0.178127	3.307757	0.017281
0.701000	0.238455	0.178633	3.310765	0.017206
0.702000	0.238792	0.179139	3.313769	0.017131
0.703000	0.239130	0.179646	3.316769	0.017056
0.704000	0.239468	0.180154	3.319765	0.016982
0.705000	0.239806	0.180663	3.322758	0.016909
0.706000	0.240143	0.181172	3.325747	0.016836
0.707000	0.240481	0.181682	3.328732	0.016763
0.708000	0.240819	0.182193	3.331713	0.016691
0.709000	0.241157	0.182704	3.334691	0.016619
0.710000	0.241495	0.183216	3.337665	0.016547
0.711000	0.241832	0.183729	3.340635	0.016477
0.712000	0.242170	0.184243	3.343602	0.016406
0.713000	0.242508	0.184757	3.346565	0.016336
0.714000	0.242846	0.185272	3.349524	0.016266
0.715000	0.243183	0.185788	3.352480	0.016197
0.716000	0.243521	0.186304	3.355432	0.016128
0.717000	0.243859	0.186822	3.358380	0.016059
0.718000	0.244197	0.187339	3.361325	0.015991
0.719000	0.244534	0.187858	3.364267	0.015923
0.720000	0.244872	0.188377	3.367204	0.015856
0.721000	0.245210	0.188897	3.370139	0.015789
0.722000	0.245548	0.189418	3.373069	0.015722
0.723000	0.245885	0.189940	3.375997	0.015656
0.724000	0.246223	0.190462	3.378920	0.015590
0.725000	0.246561	0.190985	3.381840	0.015525
0.726000	0.246899	0.191508	3.384757	0.015460
0.727000	0.247236	0.192033	3.387670	0.015395
0.728000	0.247574	0.192558	3.390580	0.015331
0.729000	0.247912	0.193083	3.393486	0.015267
0.730000	0.248250	0.193610	3.396389	0.015203
0.731000	0.248587	0.194137	3.399288	0.015140
0.732000	0.248925	0.194665	3.402184	0.015077
0.733000	0.249263	0.195194	3.405077	0.015015
0.734000	0.249601	0.195723	3.407966	0.014953
0.735000	0.249939	0.196253	3.410852	0.014891
0.736000	0.250276	0.196784	3.413734	0.014829
0.737000	0.250614	0.197315	3.416613	0.014768
0.738000	0.250952	0.197847	3.419489	0.014707
0.739000	0.251290	0.198380	3.422361	0.014647
0.740000	0.251627	0.198914	3.425230	0.014587
0.741000	0.251965	0.199448	3.428095	0.014527
0.742000	0.252303	0.199983	3.430958	0.014468
0.743000	0.252641	0.200519	3.433817	0.014408
0.744000	0.252978	0.201056	3.436672	0.014350
0.745000	0.253316	0.201593	3.439525	0.014291
0.746000	0.253654	0.202131	3.442374	0.014233
0.747000	0.253992	0.202670	3.445219	0.014175
0.748000	0.254329	0.203209	3.448062	0.014118
0.749000	0.254667	0.203749	3.450901	0.014061
0.750000	0.255005	0.204290	0.452986	0.192549
0.751000	0.255343	0.204831	0.451420	0.192732
0.752000	0.255680	0.205374	0.449864	0.192914
0.753000	0.256018	0.205917	0.448319	0.193094
0.754000	0.256356	0.206460	0.446784	0.193273
0.755000	0.256694	0.207005	0.445259	0.193450
0.756000	0.257031	0.207550	0.443745	0.193626
0.757000	0.257369	0.208096	0.442240	0.193799
0.758000	0.257707	0.208642	0.440746	0.193972
0.759000	0.258045	0.209190	0.439261	0.194143
0.760000	0.258383	0.209738	0.437786	0.194312
0.761000	0.258720	0.210286	0.436321	0.194480
0.762000	0.259058	0.210836	0.434865	0.194646
0.763000	0.259396	0.211386	0.433418	0.194811
0.764000	0.259734	0.211937	0.431981	0.194975
0.765000	0.260071	0.212488	0.430553	0.195137
0.766000	0.260409	0.213040	0.429133	0.195298
0.767000	0.260747	0.213593	0.427723	0.195457
0.768000	0.261085	0.214147	0.426322	0.195615
0.769000	0.261422	0.214702	0.424929	0.195772
0.770000	0.261760	0.215257	0.423545	0.195928
0.771000	0.262098	0.215813	0.422169	0.196082
0.772000	0.262436	0.216369	0.420802	0.196234
0.773000	0.262773	0.216927	0.419444	0.196386
0.774000	0.263111	0.217485	0.418093	0.196536
0.775000	0.263449	0.218043	0.416751	0.196685
0.776000	0.263787	0.218603	0.415417	0.196833
0.777000	0.264124	0.219163	0.414091	0.196980
0.778000	0.264462	0.219724	0.412773	0.197125
0.779000	0.264800	0.220285	0.411462	0.197269
0.780000	0.265138	0.220848	0.410160	0.197412
0.781000	0.265475	0.221411	0.408865	0.197554
0.782000	0.265813	0.221975	0.407578	0.197695
0.783000	0.266151	0.222539	0.406298	0.197834
0.784000	0.266489	0.223104	0.405026	0.197973
0.785000	0.266827	0.223670	0.403761	0.198110
0.786000	0.267164	0.224237	0.402504	0.198246
0.787000	0.267502	0.224804	0.401254	0.198381
0.788000	0.267840	0.225372	0.400011	0.198515
0.789000	0.268178	0.225941	0.398775	0.198648
0.790000	0.268515	0.226510	0.397546	0.198780
0.791000	0.268853	0.227081	0.396324	0.198911
0.792000	0.269191	0.227651	0.395109	0.199041
0.793000	0.269529	0.228223	0.393901	0.199170
0.794000	0.269866	0.228795	0.392699	0.199298
0.795000	0.270204	0.229369	0.391504	0.199425
0.796000	0.270542	0.229942	0.390316	0.199551
0.797000	0.270880	0.230517	0.389135	0.199675
0.798000	0.271217	0.231092	0.387960	0.199799
0.799000	0.271555	0.231668	0.386791	0.199922
0.800000	0.271893	0.232245	0.385629	0.200044
0.801000	0.272231	0.232822	0.384473	0.200165
0.802000	0.272568	0.233400	0.383324	0.200286
0.803000	0.272906	0.233979	0.382181	0.200405
0.804000	0.273244	0.234558	0.381044	0.200523
0.805000	0.273582	0.235139	0.379913	0.200641
0.806000	0.273920	0.235720	0.378788	0.200757
0.807000	0.274257	0.236301	0.377669	0.200873
0.808000	0.274595	0.236884	0.376556	0.200988
0.809000	0.274933	0.237467	0.375449	0.201102
0.810000	0.275271	0.238051	0.374347	0.201215
0.811000	0.275608	0.238635	0.373252	0.201327
0.812000	0.275946	0.239220	0.372162	0.201438
0.813000	0.276284	0.239806	0.371078	0.201549
0.814000	0.276622	0.240393	0.370000	0.201659
0.815000	0.276959	0.240981	0.368927	0.201768
0.816000	0.277297	0.241569	0.367860	0.201876
0.817000	0.277635	0.242157	0.366798	0.201983
0.818000	0.277973	0.242747	0.365742	0.202090
0.819000	0.278310	0.243337	0.364691	0.202195
0.820000	0.278648	0.243928	0.363646	0.202300
0.821000	0.278986	0.244520	0.362606	0.202405
0.822000	0.279324	0.245112	0.361571	0.202508
0.823000	0.279661	0.245706	0.360541	0.202611
0.824000	0.279999	0.246299	0.359517	0.202713
0.825000	0.280337	0.246894	0.358497	0.202814
0.826000	0.280675	0.247489	0.357483	0.202915
0.827000	0.281012	0.248085	0.356474	0.203015
0.828000	0.281350	0.248682	0.355470	0.203114
0.829000	0.281688	0.249279	0.354471	0.203212
0.830000	0.282026	0.249878	0.353477	0.203310
0.831000	0.282364	0.250477	0.352487	0.203407
0.832000	0.282701	0.251076	0.351503	0.203503
0.833000	0.283039	0.251676	0.350523	0.203599
0.834000	0.283377	0.252277	0.349549	0.203694
0.835000	0.283715	0.252879	0.348579	0.203788
0.836000	0.284052	0.253482	0.347613	0.203882
0.837000	0.284390	0.254085	0.346652	0.203975
0.838000	0.284728	0.254689	0.345696	0.204067
0.839000	0.285066	0.255293	0.344745	0.204159
0.840000	0.285403	0.255899	0.343798	0.204250
0.841000	0.285741	0.256505	0.342856	0.204340
0.842000	0.286079	0.257111	0.341918	0.204430
0.843000	0.286417	0.257719	0.340984	0.204519
0.844000	0.286754	0.258327	0.340055	0.204607
0.845000	0.287092	0.258936	0.339131	0.204695
0.846000	0.287430	0.259546	0.338211	0.204783
0.847000	0.287768	0.260156	0.337295	0.204869
0.848000	0.288105	0.260767	0.336383	0.204956
0.849000	0.288443	0.261379	0.335476	0.205041
0.850000	0.288781	0.261991	0.334573	0.205126
0.851000	0.289119	0.262605	0.333674	0.205211
0.852000	0.289456	0.263218	0.332779	0.205294
0.853000	0.289794	0.263833	0.331888	0.205378
0.854000	0.290132	0.264449	0.331002	0.205460
0.855000	0.290470	0.265065	0.330119	0.205542
0.856000	0.290808	0.265681	0.329241	0.205624
0.857000	0.291145	0.266299	0.328367	0.205705
0.858000	0.291483	0.266917	0.327496	0.205785
0.859000	0.291821	0.267536	0.326630	0.205865
0.860000	0.292159	0.268156	0.325767	0.205945
0.861000	0.292496	0.268776	0.324909	0.206024
0.862000	0.292834	0.269397	0.324054	0.206102
0.863000	0.293172	0.270019	0.323203	0.206180
0.864000	0.293510	0.270642	0.322356	0.206257
0.865000	0.293847	0.271265	0.321513	0.206334
0.866000	0.294185	0.271889	0.320673	0.206410
0.867000	0.294523	0.272513	0.319838	0.206486
0.868000	0.294861	0.273139	0.319005	0.206561
0.869000	0.295198	0.273765	0.318177	0.206636
0.870000	0.295536	0.274392	0.317352	0.206711
0.871000	0.295874	0.275019	0.316531	0.206784
0.872000	0.296212	0.275648	0.315714	0.206858
0.873000	0.296549	0.276277	0.314900	0.206931
0.874000	0.296887	0.276906	0.314090	0.207003
0.875000	0.297225	0.277537	0.313283	0.207075
0.876000	0.297563	0.278168	0.312480	0.207147
0.877000	0.297900	0.278800	0.311680	0.207218
0.878000	0.298238	0.279432	0.310884	0.207288
0.879000	0.298576	0.280066	0.310091	0.207358
0.880000	0.298914	0.280700	0.309301	0.207428
0.881000	0.299252	0.281334	0.308515	0.207497
0.882000	0.299589	0.281970	0.307733	0.207566
0.883000	0.299927	0.282606	0.306953	0.207634
0.884000	0.300265	0.283243	0.306177	0.207702
0.885000	0.300603	0.283880	0.305405	0.207769
0.886000	0.300940	0.284519	0.304635	0.207836
0.887000	0.301278	0.285158	0.303869	0.207903
0.888000	0.301616	0.285797	0.303106	0.207969
0.889000	0.301954	0.286438	0.302347	0.208035
0.890000	0.302291	0.287079	0.301590	0.208100
0.891000	0.302629	0.287721	0.300837	0.208165
0.892000	0.302967	0.288363	0.300087	0.208230
0.893000	0.303305	0.289007	0.299340	0.208294
0.894000	0.303642	0.289651	0.298596	0.208358
0.895000	0.303980	0.290296	0.297855	0.208421
0.896000	0.304318	0.290941	0.297117	0.208484
0.897000	0.304656	0.291587	0.296383	0.208546
0.898000	0.304993	0.292234	0.295651	0.208609
0.899000	0.305331	0.292882	0.294923	0.208670
0.900000	0.305669	0.293530	0.294197	0.208732
0.901000	0.306007	0.294179	0.293474	0.208793
0.902000	0.306344	0.294829	0.292755	0.208853
0.903000	0.306682	0.295479	0.292038	0.208914
0.904000	0.307020	0.296131	0.291324	0.208974
0.905000	0.307358	0.296782	0.290613	0.209033
0.906000	0.307696	0.297435	0.289905	0.209092
0.907000	0.308033	0.298088	0.289200	0.209151
0.908000	0.308371	0.298743	0.288498	0.209209
0.909000	0.308709	0.299397	0.287799	0.209268
0.910000	0.309047	0.300053	0.287102	0.209325
0.911000	0.309384	0.300709	0.286408	0.209383
0.912000	0.309722	0.301366	0.285717	0.209440
0.913000	0.310060	0.302024	0.285029	0.209496
0.914000	0.310398	0.302682	0.284343	0.209553
0.915000	0.310735	0.303341	0.283661	0.209609
0.916000	0.311073	0.304001	0.282981	0.209664
0.917000	0.311411	0.304661	0.282303	0.209720
0.918000	0.311749	0.305323	0.281629	0.209775
0.919000	0.312086	0.305985	0.280957	0.209829
0.920000	0.312424	0.306647	0.280287	0.209884
0.921000	0.312762	0.307311	0.279620	0.209938
0.922000	0.313100	0.307975	0.278956	0.209991
0.923000	0.313437	0.308640	0.278295	0.210045
0.924000	0.313775	0.309305	0.277636	0.210098
0.925000	0.314113	0.309971	0.276980	0.210150
0.926000	0.314451	0.310638	0.276326	0.210203
0.927000	0.314788	0.311306	0.275675	0.210255
0.928000	0.315126	0.311974	0.275026	0.210307
0.929000	0.315464	0.312644	0.274380	0.210358
0.930000	0.315802	0.313313	0.273736	0.210409
0.931000	0.316140	0.313984	0.273095	0.210460
0.932000	0.316477	0.314655	0.272456	0.210511
0.933000	0.316815	0.315327	0.271820	0.210561
0.934000	0.317153	0.316000	0.271186	0.210611
0.935000	0.317491	0.316673	0.270554	0.210661
0.936000	0.317828	0.317348	0.269925	0.210710
0.937000	0.318166	0.318022	0.269299	0.210759
0.938000	0.318504	0.318698	0.268675	0.210808
0.939000	0.318842	0.319374	0.268053	0.210857
0.940000	0.319179	0.320051	0.267433	0.210905
0.941000	0.319517	0.320729	0.266816	0.210953
0.942000	0.319855	0.321407	0.266201	0.211001
0.943000	0.320193	0.322087	0.265589	0.211048
0.944000	0.320530	0.322766	0.264979	0.211095
0.945000	0.320868	0.323447	0.264371	0.211142
0.946000	0.321206	0.324128	0.263765	0.211189
0.947000	0.321544	0.324810	0.263162	0.211235
0.948000	0.321881	0.325493	0.262561	0.211281
0.949000	0.322219	0.326177	0.261962	0.211327
0.950000	0.322557	0.326861	0.261365	0.211373
0.951000	0.322895	0.327546	0.260771	0.211418
0.952000	0.323232	0.328231	0.260178	0.211463
0.953000	0.323570	0.328918	0.259588	0.211508
0.954000	0.323908	0.329605	0.259001	0.211553
0.955000	0.324246	0.330292	0.258415	0.211597
0.956000	0.324584	0.330981	0.257831	0.211641
0.957000	0.324921	0.331670	0.257250	0.211685
0.958000	0.325259	0.332360	0.256671	0.211728
0.959000	0.325597	0.333051	0.256094	0.211771
0.960000	0.325935	0.333742	0.255519	0.211815
0.961000	0.326272	0.334434	0.254946	0.211857
0.962000	0.326610	0.335127	0.254375	0.211900
0.963000	0.326948	0.335820	0.253806	0.211942
0.964000	0.327286	0.336514	0.253239	0.211984
0.965000	0.327623	0.337209	0.252675	0.212026
0.966000	0.327961	0.337905	0.252112	0.212068
0.967000	0.328299	0.338601	0.251552	0.212109
0.968000	0.328637	0.339298	0.250993	0.212150
0.969000	0.328974	0.339996	0.250436	0.212191
0.970000	0.329312	0.340695	0.249882	0.212232
0.971000	0.329650	0.341394	0.249329	0.212272
0.972000	0.329988	0.342094	0.248779	0.212313
0.973000	0.330325	0.342795	0.248230	0.212353
0.974000	0.330663	0.343496	0.247684	0.212393
0.975000	0.331001	0.344198	0.247139	0.212432
0.976000	0.331339	0.344901	0.246596	0.212472
0.977000	0.331677	0.345604	0.246055	0.212511
0.978000	0.332014	0.346309	0.245516	0.212550
0.979000	0.332352	0.347014	0.244979	0.212588
0.980000	0.332690	0.347719	0.244444	0.212627
0.981000	0.333028	0.348426	0.243911	0.212665
0.982000	0.333365	0.349133	0.243379	0.212703
0.983000	0.333703	0.349841	0.242850	0.212741
0.984000	0.334041	0.350549	0.242322	0.212779
0.985000	0.334379	0.351258	0.241796	0.212816
0.986000	0.334716	0.351968	0.241273	0.212854
0.987000	0.335054	0.352679	0.240750	0.212891
0.988000	0.335392	0.353391	0.240230	0.212928
0.989000	0.335730	0.354103	0.239712	0.212964
0.990000	0.336067	0.354816	0.239195	0.213001
0.991000	0.336405	0.355529	0.238680	0.213037
0.992000	0.336743	0.356243	0.238167	0.213073
0.993000	0.337081	0.356958	0.237655	0.213109
0.994000	0.337418	0.357674	0.237146	0.213145
0.995000	0.337756	0.358391	0.236638	0.213180
0.996000	0.338094	0.359108	0.236132	0.213215
0.997000	0.338432	0.359826	0.235628	0.213251
0.998000	0.338769	0.360544	0.235125	0.213286
0.999000	0.339107	0.361263	0.234624	0.213320
1.000000	0.339445	0.361983	0.234125	0.213355
